OBJECTID,REGION,NOM_REGION,PROVINCIA,NOM_PROVIN,COMUNA,NOM_COMUNA,COD_DISTRI,TIPO_DISTR,CODIGO_C17,T_HOM_R,T_MUJ_R,T_POB_R,T_HOM_U,T_MUJ_U,T_POB_U,T_HOM,T_MUJ,T_POB,T_VIV_U,T_VIV_R,T_VIV,Shape_Leng,Shape__Area,Shape__Length,SUPERFICIE__KM2_,Densidad
1500,4,REGIÓN DE COQUIMBO,41,ELQUI,4104,LA HIGUERA,1,MIXTO,410401,36,17,53,607,644,1251,643,661,1304,537,36,573,0.64806528,227354789.855469,77399.43552801,171.70602417,7.59437513
1501,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10206,PUQUELDÓN,2,RURAL,1020602,654,651,1305,0,0,0,654,651,1305,0,551,551,0.32866687,67316653.3789062,43423.63485154,36.32902145,35.92169571
1502,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10203,CHONCHI,9,RURAL,1020309,645,660,1305,0,0,0,645,660,1305,0,627,627,0.78254769,139936858.582031,95484.35372508,75.77420044,17.22222137
1503,14,REGIÓN DE LOS RÍOS,141,VALDIVIA,14101,VALDIVIA,12,RURAL,1410112,659,646,1305,0,0,0,659,646,1305,0,610,610,0.60124505,219452620.585938,74321.42758127,129.48905945,10.07807159
1504,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,10102,CALBUCO,4,RURAL,1010204,683,626,1309,0,0,0,683,626,1309,0,557,557,0.62456852,250827621.199219,77251.45118248,139.95979309,9.35268688
1505,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9119,VILCÚN,2,RURAL,911902,639,671,1310,0,0,0,639,671,1310,0,544,544,0.60028855,146761093.71875,73387.38891281,89.36090851,14.65965462
1506,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9103,CUNCO,6,RURAL,910306,694,621,1315,0,0,0,694,621,1315,0,660,660,0.89334258,307376486.832031,109721.81661847,185.30718994,7.09632492
1507,4,REGIÓN DE COQUIMBO,42,CHOAPA,4204,SALAMANCA,17,RURAL,420417,678,644,1322,0,0,0,678,644,1322,0,493,493,0.37655846,76841296.2617188,44956.76423215,55.41401291,23.85678101
1508,10,REGIÓN DE LOS LAGOS,104,PALENA,10404,PALENA,1,RURAL,1040401,153,126,279,516,529,1045,669,655,1324,556,172,728,1.19826951,610290202.996094,150160.39769119,319.72720337,4.14103031
1509,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,10103,COCHAMÓ,1,RURAL,1010301,697,630,1327,0,0,0,697,630,1327,0,721,721,1.83022641,674002883.460938,227558.84635208,378.61380005,3.50489068
1510,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10208,QUELLÓN,2,RURAL,1020802,678,655,1333,0,0,0,678,655,1333,0,646,646,0.46848774,102477748.496094,57285.45667702,54.55078125,24.43594742
1511,3,REGIÓN DE ATACAMA,33,HUASCO,3302,ALTO DEL CARMEN,3,RURAL,330203,716,617,1333,0,0,0,716,617,1333,0,709,709,1.83943158,1343386629.52734,219826.59883049,1026.31799316,1.29881763
1512,14,REGIÓN DE LOS RÍOS,141,VALDIVIA,14104,LOS LAGOS,2,RURAL,1410402,673,662,1335,0,0,0,673,662,1335,0,576,576,0.77648312,232982899.011719,96950.22615883,137.35546875,9.71930695
1513,14,REGIÓN DE LOS RÍOS,141,VALDIVIA,14107,PAILLACO,2,MIXTO,1410702,651,665,1316,14,7,21,665,672,1337,13,535,548,0.50793334,202287553.90625,64706.45446093,118.27342224,11.30431461
1514,4,REGIÓN DE COQUIMBO,43,LIMARÍ,4303,MONTE PATRIA,11,RURAL,430311,657,687,1344,0,0,0,657,687,1344,0,747,747,0.50523122,118442141.525391,59501.8584714,86.91561127,15.46327591
1515,5,REGIÓN DE VALPARAÍSO,58,MARGA MARGA,5802,LIMACHE,8,RURAL,580208,672,679,1351,0,0,0,672,679,1351,0,515,515,0.32373786,34141749.5878906,37736.04086524,23.95038605,56.4082756
1516,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9109,LONCOCHE,7,RURAL,910907,705,648,1353,0,0,0,705,648,1353,0,688,688,0.68430136,143894848.269531,80263.55012837,86.22431183,15.69163036
1517,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,10109,PUERTO VARAS,7,RURAL,1010907,727,634,1361,0,0,0,727,634,1361,0,929,929,1.70132414,1838562945.16406,216904.54210072,1040.65795898,1.3078264
1518,14,REGIÓN DE LOS RÍOS,142,RANCO,14204,RÍO BUENO,8,RURAL,1420408,698,664,1362,0,0,0,698,664,1362,0,635,635,0.74641457,171094724.574219,91469.59803094,99.4679184,13.69285679
1519,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9114,PITRUFQUÉN,6,RURAL,911406,674,689,1363,0,0,0,674,689,1363,0,763,763,0.72580916,200746832.722656,86599.39337061,120.64862823,11.29726887
1520,10,REGIÓN DE LOS LAGOS,103,OSORNO,10302,PUERTO OCTAY,2,RURAL,1030202,782,588,1370,0,0,0,782,588,1370,0,630,630,1.6438594,832524357.464844,200956.64263472,475.75244141,2.87964892
1521,5,REGIÓN DE VALPARAÍSO,54,PETORCA,5401,LA LIGUA,4,RURAL,540104,137,133,270,579,521,1100,716,654,1370,380,123,503,0.59497946,213501929.318359,71083.66907223,151.25901794,9.05731106
1522,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9106,GALVARINO,6,RURAL,910606,711,664,1375,0,0,0,711,664,1375,0,477,477,0.5400659,134008219.519531,65397.38261435,82.18929291,16.72967339
1523,14,REGIÓN DE LOS RÍOS,142,RANCO,14204,RÍO BUENO,11,RURAL,1420411,721,660,1381,0,0,0,721,660,1381,0,689,689,0.90079419,214851626.867188,109653.52801849,123.96469116,11.14026833
1524,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,10106,LOS MUERMOS,6,RURAL,1010606,708,677,1385,0,0,0,708,677,1385,0,686,686,0.67144492,193796135.378906,81618.87745225,109.23229218,12.6794014
1525,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9107,GORBEA,5,RURAL,910705,683,707,1390,0,0,0,683,707,1390,0,683,683,0.57073761,103963133.976562,68590.64204483,62.45348358,22.25656509
1526,5,REGIÓN DE VALPARAÍSO,54,PETORCA,5404,PETORCA,8,RURAL,540408,671,720,1391,0,0,0,671,720,1391,0,601,601,0.37952401,72327535.9199219,45141.92637237,51.54533386,26.98595428
1527,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,10103,COCHAMÓ,3,RURAL,1010303,726,671,1397,0,0,0,726,671,1397,0,799,799,2.43128983,1540145287.22656,308306.25919307,859.76397705,1.62486446
1528,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,10101,PUERTO MONTT,8,RURAL,1010108,734,666,1400,0,0,0,734,666,1400,0,897,897,1.48096108,634023192.273438,181407.73508521,356.4916687,3.92716026
1529,5,REGIÓN DE VALPARAÍSO,54,PETORCA,5401,LA LIGUA,8,MIXTO,540108,740,660,1400,0,0,0,740,660,1400,0,2814,2814,0.57305296,126658039.476562,65514.41055561,90.18507385,15.523633
1530,5,REGIÓN DE VALPARAÍSO,54,PETORCA,5401,LA LIGUA,6,MIXTO,540106,725,676,1401,0,0,0,725,676,1401,0,584,584,0.4106198,79019215.2148438,47601.9347954,56.14764786,24.95207024
1531,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9114,PITRUFQUÉN,3,RURAL,911403,752,651,1403,0,0,0,752,651,1403,0,632,632,0.52748828,159891487.929688,66738.26380532,96.24681854,14.57710552
1532,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9103,CUNCO,9,RURAL,910309,720,701,1421,0,0,0,720,701,1421,0,745,745,0.69267051,215670877.667969,83169.84622652,130.50027466,10.88886547
1533,10,REGIÓN DE LOS LAGOS,103,OSORNO,10303,PURRANQUE,6,RURAL,1030306,751,676,1427,0,0,0,751,676,1427,0,718,718,1.63608476,552964339.96875,191132.72126551,314.81173706,4.53286791
1534,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,10104,FRESIA,3,RURAL,1010403,726,710,1436,0,0,0,726,710,1436,0,680,680,0.5622566,124502215,66726.84688683,70.67264557,20.31903458
1535,3,REGIÓN DE ATACAMA,31,COPIAPÓ,3101,COPIAPÓ,2,URBANO,310102,0,0,0,715,722,1437,715,722,1437,760,0,760,0.02251457,439890.45507813,2662.74212879,0.34081051,4216.41894531
1536,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,9201,ANGOL,1,URBANO,920101,0,0,0,674,774,1448,674,774,1448,700,0,700,0.04518402,1221819.91015625,5200.98460653,0.7615943,1901.27478027
1537,10,REGIÓN DE LOS LAGOS,104,PALENA,10403,HUALAIHUÉ,3,RURAL,1040303,769,680,1449,0,0,0,769,680,1449,0,729,729,1.44242378,469929657.367188,172788.29682702,260.01327515,5.57279253
1538,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9115,PUCÓN,5,RURAL,911505,729,736,1465,0,0,0,729,736,1465,0,724,724,0.91054613,386317581.792969,112484.76319569,230.50419617,6.35563278
1539,10,REGIÓN DE LOS LAGOS,103,OSORNO,10306,SAN JUAN DE LA COSTA,4,RURAL,1030604,801,666,1467,0,0,0,801,666,1467,0,656,656,1.00508358,294765569.628906,121106.10438044,169.74101257,8.64257813
1540,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,10102,CALBUCO,2,RURAL,1010202,752,722,1474,0,0,0,752,722,1474,0,669,669,0.52905813,81532571.5859375,63479.23163641,45.3289299,32.51786423
1541,10,REGIÓN DE LOS LAGOS,103,OSORNO,10307,SAN PABLO,12,RURAL,1030712,765,710,1475,0,0,0,765,710,1475,0,664,664,0.61242496,236314677.605469,75176.16777765,136.91946411,10.77275658
1542,5,REGIÓN DE VALPARAÍSO,55,QUILLOTA,5502,CALERA,4,RURAL,550204,638,601,1239,121,118,239,759,719,1478,79,454,533,0.20306449,21152033.7871094,24113.14736142,14.9604578,98.79376984
1543,5,REGIÓN DE VALPARAÍSO,54,PETORCA,5402,CABILDO,1,MIXTO,540201,130,134,264,573,650,1223,703,784,1487,529,124,653,0.18602089,21622271.5683594,22480.42589074,15.30418491,97.1629715
1544,5,REGIÓN DE VALPARAÍSO,54,PETORCA,5405,ZAPALLAR,1,MIXTO,540501,48,26,74,670,744,1414,718,770,1488,1378,147,1525,0.25745181,18586996.0078125,27614.16532752,13.20360851,112.69646454
1545,5,REGIÓN DE VALPARAÍSO,54,PETORCA,5401,LA LIGUA,7,RURAL,540107,769,726,1495,0,0,0,769,726,1495,0,655,655,0.56400634,143525194.591797,66177.26078669,102.11039734,14.64101601
1546,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9111,NUEVA IMPERIAL,10,RURAL,911110,769,731,1500,0,0,0,769,731,1500,0,640,640,0.4321264,130148808.839844,53776.78495995,78.85168457,19.02305603
1547,3,REGIÓN DE ATACAMA,31,COPIAPÓ,3101,COPIAPÓ,3,URBANO,310103,0,0,0,719,783,1502,719,783,1502,515,0,515,0.02840873,414582.6796875,3291.29739314,0.32493344,4622.48486328
1548,14,REGIÓN DE LOS RÍOS,142,RANCO,14204,RÍO BUENO,2,RURAL,1420402,788,724,1512,0,0,0,788,724,1512,0,637,637,0.74769789,319664455.757812,91031.6764799,185.54623413,8.14891243
1549,5,REGIÓN DE VALPARAÍSO,57,SAN FELIPE DE ACONCAGUA,5705,PUTAENDO,3,RURAL,570503,743,772,1515,0,0,0,743,772,1515,0,503,503,0.11959147,8380408.34960938,14382.89904802,5.90224934,256.68179321
1550,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,5107,QUINTERO,2,RURAL,510702,797,732,1529,0,0,0,797,732,1529,0,825,825,0.37332633,88136776.1367188,43933.57565086,62.09216309,24.62468529
1551,10,REGIÓN DE LOS LAGOS,104,PALENA,10403,HUALAIHUÉ,1,RURAL,1040301,769,773,1542,0,0,0,769,773,1542,0,831,831,1.02081263,359717245.058594,122285.44932289,199.72322083,7.72068501
1552,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,9202,COLLIPULLI,3,MIXTO,920203,0,0,0,726,821,1547,726,821,1547,665,0,665,0.26029529,12355199.1835938,31106.67391264,7.70734549,200.71762085
1553,14,REGIÓN DE LOS RÍOS,141,VALDIVIA,14106,MARIQUINA,6,RURAL,1410606,842,715,1557,0,0,0,842,715,1557,0,717,717,1.36511729,520441398.28125,158104.46264954,308.96868896,5.03934574
1554,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,10102,CALBUCO,3,RURAL,1010203,811,755,1566,0,0,0,811,755,1566,0,603,603,0.69841036,194037880.738281,86266.31735268,108.05998993,14.49195004
1555,10,REGIÓN DE LOS LAGOS,104,PALENA,10403,HUALAIHUÉ,2,RURAL,1040302,860,710,1570,0,0,0,860,710,1570,0,769,769,1.00928623,248959626.066406,120116.25837874,137.79397583,11.39382172
1556,3,REGIÓN DE ATACAMA,31,COPIAPÓ,3101,COPIAPÓ,5,URBANO,310105,0,0,0,820,756,1576,820,756,1576,812,0,812,0.03145891,592144.31054688,3655.37641119,0.47275385,3333.65869141
1557,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9108,LAUTARO,13,RURAL,910813,805,774,1579,0,0,0,805,774,1579,0,591,591,0.80944601,246336184.449219,99217.42608577,150.61929321,10.48338509
1558,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,9211,VICTORIA,11,RURAL,921111,791,805,1596,0,0,0,791,805,1596,0,704,704,0.6128175,171548500.539062,74490.3379876,105.32723999,15.15277481
1559,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9108,LAUTARO,7,RURAL,910807,852,744,1596,0,0,0,852,744,1596,0,698,698,0.65154547,161491492.585938,77990.93461367,98.858284,16.14432335
1560,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9111,NUEVA IMPERIAL,6,RURAL,911106,834,762,1596,0,0,0,834,762,1596,0,718,718,0.53220274,133625493.617188,64890.65095172,81.1963501,19.65605545
1561,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,9211,VICTORIA,13,RURAL,921113,847,757,1604,0,0,0,847,757,1604,0,640,640,0.45298183,154664930.570312,55441.50517971,95.06998444,16.8717804
1562,10,REGIÓN DE LOS LAGOS,103,OSORNO,10307,SAN PABLO,3,RURAL,1030703,820,789,1609,0,0,0,820,789,1609,0,711,711,0.76822932,208928182.753906,92547.76383039,120.73054504,13.32719898
1563,4,REGIÓN DE COQUIMBO,43,LIMARÍ,4301,OVALLE,27,RURAL,430127,852,762,1614,0,0,0,852,762,1614,0,626,626,0.38249107,72955021.5117188,44408.47193914,53.77168655,30.01579666
1564,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9108,LAUTARO,6,RURAL,910806,815,806,1621,0,0,0,815,806,1621,0,611,611,0.86231311,196515784.632812,101322.57296034,120.27140045,13.47785091
1565,5,REGIÓN DE VALPARAÍSO,54,PETORCA,5402,CABILDO,9,RURAL,540209,812,816,1628,0,0,0,812,816,1628,0,559,559,0.60117261,152035202.496094,71731.01569036,108.0129776,15.07226276
1566,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,9211,VICTORIA,2,URBANO,921102,0,0,0,764,876,1640,764,876,1640,589,0,589,0.03665842,926365.09765625,4355.82931382,0.56649435,2894.99804688
1567,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9118,TOLTÉN,3,RURAL,911803,832,811,1643,0,0,0,832,811,1643,0,687,687,0.47751776,156880840.742188,60401.65909045,94.35323334,17.41328812
1568,5,REGIÓN DE VALPARAÍSO,54,PETORCA,5405,ZAPALLAR,2,MIXTO,540502,41,33,74,821,751,1572,862,784,1646,3064,56,3120,0.37591229,66510283.2324219,42779.76825933,47.14027023,34.91706848
1569,14,REGIÓN DE LOS RÍOS,142,RANCO,14202,FUTRONO,4,MIXTO,1420204,411,405,816,410,434,844,821,839,1660,332,362,694,0.92863642,316440569.53125,112338.92088945,185.31332397,8.95780182
1570,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9119,VILCÚN,4,RURAL,911904,836,824,1660,0,0,0,836,824,1660,0,609,609,0.75400172,160322786.648438,87899.59719651,97.76663208,16.97920799
1571,14,REGIÓN DE LOS RÍOS,141,VALDIVIA,14106,MARIQUINA,7,RURAL,1410607,839,836,1675,0,0,0,839,836,1675,0,1195,1195,1.35808002,350599882.0625,160500.05050996,209.03457642,8.01302814
1572,4,REGIÓN DE COQUIMBO,41,ELQUI,4106,VICUÑA,6,RURAL,410606,867,816,1683,0,0,0,867,816,1683,0,635,635,0.87804619,471313570.5,103287.59490434,351.1633606,4.79264116
1573,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,9205,LONQUIMAY,8,RURAL,920508,874,821,1695,0,0,0,874,821,1695,0,831,831,1.53789703,1081403089.62891,187596.60795704,658.1114502,2.57555151
1574,10,REGIÓN DE LOS LAGOS,103,OSORNO,10305,RÍO NEGRO,6,RURAL,1030506,887,814,1701,0,0,0,887,814,1701,0,777,777,2.26396811,1132132082.57031,269826.79058247,648.15496826,2.62437224
1575,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,9208,PURÉN,3,RURAL,920803,873,829,1702,0,0,0,873,829,1702,0,598,598,0.72131826,239953332.695312,86290.4868935,148.4921875,11.46188259
1576,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10201,CASTRO,5,RURAL,1020105,860,851,1711,0,0,0,860,851,1711,0,825,825,0.38181631,87952507.1523438,47670.47675525,47.74990463,35.83253098
1577,4,REGIÓN DE COQUIMBO,41,ELQUI,4106,VICUÑA,10,RURAL,410610,318,280,598,545,568,1113,863,848,1711,363,246,609,1.45057887,991887655.447266,169663.33123131,743.64312744,2.30083489
1578,5,REGIÓN DE VALPARAÍSO,54,PETORCA,5401,LA LIGUA,12,RURAL,540112,888,828,1716,0,0,0,888,828,1716,0,671,671,0.91070017,303531887.970703,110225.82602348,216.2485199,7.93531466
1579,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9117,TEODORO SCHMIDT,4,MIXTO,911704,828,889,1717,0,0,0,828,889,1717,0,764,764,0.45613599,89980088.421875,55046.52371488,54.23168182,31.66045952
1580,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,9204,ERCILLA,3,MIXTO,920403,236,175,411,638,673,1311,874,848,1722,520,136,656,0.46494324,85979189.2421875,56696.12780702,53.15255356,32.39731598
1581,3,REGIÓN DE ATACAMA,31,COPIAPÓ,3101,COPIAPÓ,4,URBANO,310104,0,0,0,941,793,1734,941,793,1734,838,0,838,0.03219832,802877.19921875,3771.52990589,0.62645596,2767.9519043
1582,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9121,CHOLCHOL,4,RURAL,912104,906,832,1738,0,0,0,906,832,1738,0,740,740,0.47437898,95450999.8085938,57814.12917413,58.15726089,29.88448906
1583,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9108,LAUTARO,14,RURAL,910814,906,833,1739,0,0,0,906,833,1739,0,654,654,0.5893869,123306662.394531,70052.21408471,75.21054077,23.12175941
1584,14,REGIÓN DE LOS RÍOS,141,VALDIVIA,14106,MARIQUINA,3,RURAL,1410603,892,856,1748,0,0,0,892,856,1748,0,642,642,0.78041258,165666554.394531,94706.72865808,98.62245941,17.72415733
1585,5,REGIÓN DE VALPARAÍSO,53,LOS ANDES,5304,SAN ESTEBAN,7,MIXTO,530407,680,691,1371,186,204,390,866,895,1761,129,607,736,0.30790422,67450856.6132812,36306.53917823,47.49132538,37.08045578
1586,5,REGIÓN DE VALPARAÍSO,54,PETORCA,5404,PETORCA,5,MIXTO,540405,42,34,76,863,829,1692,905,863,1768,718,41,759,0.44216029,94091913.8203125,54695.50918927,67.005867,26.38574982
1587,4,REGIÓN DE COQUIMBO,43,LIMARÍ,4303,MONTE PATRIA,10,RURAL,430310,882,891,1773,0,0,0,882,891,1773,0,956,956,0.90165001,423034095.947266,107653.83128151,309.51190186,5.728374
1588,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,10102,CALBUCO,16,RURAL,1010216,931,853,1784,0,0,0,931,853,1784,0,729,729,0.36297937,53051673.1953125,46331.62917744,29.50979805,60.45449829
1589,5,REGIÓN DE VALPARAÍSO,57,SAN FELIPE DE ACONCAGUA,5706,SANTA MARÍA,4,MIXTO,570604,200,172,372,718,730,1448,918,902,1820,539,173,712,0.14852221,13093974.5097656,17970.03180554,9.26690483,196.39782715
1590,5,REGIÓN DE VALPARAÍSO,54,PETORCA,5404,PETORCA,4,MIXTO,540404,341,333,674,564,585,1149,905,918,1823,554,354,908,0.4687081,121201006.908203,57192.31035211,86.45749664,21.08550644
1591,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,9204,ERCILLA,5,RURAL,920405,922,907,1829,0,0,0,922,907,1829,0,563,563,0.83927725,273711733.957031,102316.84352178,169.62065125,10.78288555
1592,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,9201,ANGOL,4,MIXTO,920104,82,79,161,837,837,1674,919,916,1835,592,51,643,0.3272608,53025582.8085938,39687.74013623,33.04520416,55.52999496
1593,14,REGIÓN DE LOS RÍOS,141,VALDIVIA,14108,PANGUIPULLI,8,RURAL,1410808,913,929,1842,0,0,0,913,929,1842,0,1027,1027,0.97778615,664398494.21875,121231.59523428,393.615448,4.67969418
1594,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9102,CARAHUE,4,RURAL,910204,979,900,1879,0,0,0,979,900,1879,0,744,744,0.58566642,194676296.105469,71752.17331518,118.19261932,15.89777756
1595,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,10108,MAULLÍN,3,RURAL,1010803,965,915,1880,0,0,0,965,915,1880,0,917,917,0.60520254,92150026.9492188,71908.06130095,51.64035034,36.40563965
1596,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9109,LONCOCHE,8,MIXTO,910908,340,338,678,563,641,1204,903,979,1882,538,297,835,0.58896666,152658458.207031,69312.22731813,91.33004761,20.60658073
1597,4,REGIÓN DE COQUIMBO,42,CHOAPA,4204,SALAMANCA,9,MIXTO,420409,164,30,194,1016,680,1696,1180,710,1890,678,60,738,0.8309962,336024328.052734,99043.21871694,241.95187378,7.81147099
1598,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9107,GORBEA,2,MIXTO,910702,135,137,272,743,879,1622,878,1016,1894,762,116,878,0.30996316,61645767.6914062,38211.93429683,37.08111191,51.07722092
1599,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10204,CURACO DE VÉLEZ,1,RURAL,1020401,556,554,1110,359,431,790,915,985,1900,349,491,840,0.37312583,71639249.0820312,46411.43390277,38.92664719,48.80975342
1600,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9108,LAUTARO,4,MIXTO,910804,41,33,74,861,965,1826,902,998,1900,698,31,729,0.17641134,20121026.4921875,22452.6970035,12.21260262,155.57699585
1601,3,REGIÓN DE ATACAMA,31,COPIAPÓ,3101,COPIAPÓ,17,RURAL,310117,1013,897,1910,0,0,0,1013,897,1910,0,1082,1082,1.39790071,1202638467.90234,165721.19819553,944.51733398,2.02219701
1602,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9105,FREIRE,6,MIXTO,910506,973,906,1879,17,19,36,990,925,1915,18,745,763,0.56553635,181789554.21875,69869.85532044,109.8221817,17.43727875
1603,14,REGIÓN DE LOS RÍOS,141,VALDIVIA,14101,VALDIVIA,3,URBANO,1410103,0,0,0,922,994,1916,922,994,1916,766,0,766,0.04625998,1037108.73046875,5453.56607536,0.60576493,3162.94311523
1604,14,REGIÓN DE LOS RÍOS,142,RANCO,14202,FUTRONO,3,RURAL,1420203,965,953,1918,0,0,0,965,953,1918,0,945,945,1.29369644,906708400.773438,163967.71310726,529.78161621,3.62035966
1605,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,9211,VICTORIA,1,URBANO,921101,0,0,0,854,1065,1919,854,1065,1919,819,0,819,0.04065477,1185500.70703125,5023.01767004,0.74195856,2586.39794922
1606,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9107,GORBEA,7,MIXTO,910707,183,178,361,771,791,1562,954,969,1923,696,181,877,0.47226223,118516049.15625,57905.69792417,71.09466553,27.04844093
1607,5,REGIÓN DE VALPARAÍSO,54,PETORCA,5404,PETORCA,6,MIXTO,540406,341,387,728,571,640,1211,912,1027,1939,512,287,799,0.59923391,165924501.802734,72279.22559696,118.38166809,16.37922478
1608,5,REGIÓN DE VALPARAÍSO,58,MARGA MARGA,5803,OLMUÉ,5,RURAL,580305,989,958,1947,0,0,0,989,958,1947,0,1185,1185,0.42665144,102453280.638672,50230.78776083,71.71401215,27.14950562
1609,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9103,CUNCO,1,MIXTO,910301,190,169,359,756,836,1592,946,1005,1951,628,169,797,0.4511949,80828915.5117188,53785.91788581,48.95586014,39.85222626
1610,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9108,LAUTARO,10,RURAL,910810,997,954,1951,0,0,0,997,954,1951,0,682,682,0.64432299,128370070.726562,75927.05072042,78.47999573,24.85983849
1611,5,REGIÓN DE VALPARAÍSO,57,SAN FELIPE DE ACONCAGUA,5705,PUTAENDO,2,RURAL,570502,967,1001,1968,0,0,0,967,1001,1968,0,799,799,0.32772349,71370693.8007812,39016.2423366,50.45580292,39.00443268
1612,5,REGIÓN DE VALPARAÍSO,53,LOS ANDES,5303,RINCONADA,1,MIXTO,530301,437,423,860,580,529,1109,1017,952,1969,420,349,769,0.30258474,48632176.5371094,36072.52105344,34.2328949,57.51777649
1613,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9121,CHOLCHOL,1,RURAL,912101,1040,940,1980,0,0,0,1040,940,1980,0,743,743,0.81748826,233103345.808594,99169.59757184,142.49247742,13.89547062
1614,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,10101,PUERTO MONTT,14,RURAL,1010114,1025,956,1981,0,0,0,1025,956,1981,0,948,948,0.79139361,334915913.367188,95618.8492757,187.67152405,10.55567646
1615,5,REGIÓN DE VALPARAÍSO,58,MARGA MARGA,5804,VILLA ALEMANA,1,URBANO,580401,0,0,0,893,1096,1989,893,1096,1989,668,0,668,0.05518621,817881.34179688,6199.41826215,0.58295512,3411.92651367
1616,5,REGIÓN DE VALPARAÍSO,58,MARGA MARGA,5803,OLMUÉ,3,RURAL,580303,1015,978,1993,0,0,0,1015,978,1993,0,1169,1169,0.32839133,76173608.0058594,38640.54614747,53.479496,37.26662064
1617,14,REGIÓN DE LOS RÍOS,142,RANCO,14204,RÍO BUENO,10,RURAL,1420410,1093,912,2005,0,0,0,1093,912,2005,0,935,935,1.09892871,458554376.167969,129836.24991787,264.87286377,7.56966925
1618,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9110,MELIPEUCO,2,RURAL,911002,1040,966,2006,0,0,0,1040,966,2006,0,882,882,1.14807661,619948132.070312,136848.60731848,375.13656616,5.34738636
1619,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,5105,PUCHUNCAVÍ,2,MIXTO,510502,26,16,42,1033,938,1971,1059,954,2013,3199,30,3229,0.18235488,20994646.9863281,21230.89938762,14.8617754,135.44815063
1620,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,9210,TRAIGUÉN,4,MIXTO,921004,29,24,53,911,1056,1967,940,1080,2020,778,27,805,0.20142024,27727463.296875,24361.43303951,17.08582687,118.22663879
