OBJECTID,REGION,NOM_REGION,PROVINCIA,NOM_PROVIN,COMUNA,NOM_COMUNA,COD_DISTRI,TIPO_DISTR,CODIGO_C17,T_HOM_R,T_MUJ_R,T_POB_R,T_HOM_U,T_MUJ_U,T_POB_U,T_HOM,T_MUJ,T_POB,T_VIV_U,T_VIV_R,T_VIV,Shape_Leng,Shape__Area,Shape__Length,SUPERFICIE__KM2_,Densidad
2090,15,REGIÓN DE ARICA Y PARINACOTA,152,PARINACOTA,15202,GENERAL LAGOS,3,RURAL,1520203,109,40,149,0,0,0,109,40,149,0,129,129,1.55751539,854022965.394531,176269.33145708,768.31732178,0.1939303
2091,4,REGIÓN DE COQUIMBO,42,CHOAPA,4202,CANELA,2,RURAL,420202,81,70,151,0,0,0,81,70,151,0,66,66,0.44486499,126538482.988281,52740.52668438,91.97846985,1.64168859
2092,4,REGIÓN DE COQUIMBO,42,CHOAPA,4202,CANELA,14,RURAL,420214,75,76,151,0,0,0,75,76,151,0,119,119,0.45206281,114052524.589844,52696.07346103,82.68268585,1.82625902
2093,4,REGIÓN DE COQUIMBO,41,ELQUI,4103,ANDACOLLO,4,RURAL,410304,84,72,156,0,0,0,84,72,156,0,120,120,0.69769864,274123794.240234,81554.04791085,203.6492157,0.7660231
2094,15,REGIÓN DE ARICA Y PARINACOTA,151,ARICA,15102,CAMARONES,3,RURAL,1510203,81,75,156,0,0,0,81,75,156,0,150,150,1.02207163,555963809.982422,115663.77882329,494.34579468,0.31556857
2095,12,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,124,ÚLTIMA ESPERANZA,12401,NATALES,3,RURAL,1240103,156,2,158,0,0,0,156,2,158,0,36,36,271.63158417,52126287261.3281,33078664.6408449,20124.54296875,0.00785111
2096,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8105,HUALQUI,6,RURAL,810506,96,67,163,0,0,0,96,67,163,0,120,120,0.40607115,95498470.6992188,47896.57197601,60.74842834,2.68319702
2097,16,REGIÓN DE ÑUBLE,161,DIGUILLÍN,16105,PEMUCO,2,RURAL,1610502,92,84,176,0,0,0,92,84,176,0,71,71,0.46573531,65841799.4921875,53737.6015509,42.01006317,4.1894722
2098,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,5101,VALPARAÍSO,4,URBANO,510104,0,0,0,102,75,177,102,75,177,119,0,119,0.01452117,163800.49023438,1696.07608632,0.10992096,1610.24804688
2099,16,REGIÓN DE ÑUBLE,162,ITATA,16201,QUIRIHUE,3,RURAL,1620103,92,85,177,0,0,0,92,85,177,0,99,99,0.41592364,92550619.9570312,49916.00747858,59.94449234,2.95273185
2100,15,REGIÓN DE ARICA Y PARINACOTA,151,ARICA,15102,CAMARONES,4,RURAL,1510204,105,76,181,0,0,0,105,76,181,0,130,130,1.19950682,805646167.96582,135554.78900952,716.47814941,0.25262457
2101,15,REGIÓN DE ARICA Y PARINACOTA,152,PARINACOTA,15201,PUTRE,5,RURAL,1520105,105,78,183,0,0,0,105,78,183,0,445,445,0.81899987,365217853.318359,91461.42372154,326.58053589,0.56035179
2102,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8306,NACIMIENTO,3,RURAL,830603,111,76,187,0,0,0,111,76,187,0,110,110,0.81866889,255141189.203125,95610.68614363,160.04016113,1.16845679
2103,8,REGIÓN DEL BIOBÍO,82,ARAUCO,8201,LEBU,3,RURAL,820103,110,79,189,0,0,0,110,79,189,0,88,88,0.4771849,80696184.765625,56590.27572643,50.78519058,3.72155714
2104,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8107,PENCO,4,RURAL,810704,104,87,191,0,0,0,104,87,191,0,97,97,0.35788955,61843854.9648438,41915.97653927,39.59967804,4.82327175
2105,4,REGIÓN DE COQUIMBO,42,CHOAPA,4201,ILLAPEL,4,RURAL,420104,108,85,193,0,0,0,108,85,193,0,153,153,0.37920229,66829652.2617188,43887.66685458,48.28900909,3.99676871
2106,5,REGIÓN DE VALPARAÍSO,57,SAN FELIPE DE ACONCAGUA,5702,CATEMU,6,MIXTO,570206,6,6,12,94,91,185,100,97,197,73,6,79,0.09231598,6071640.02148438,11051.62111292,4.28808451,45.94125748
2107,2,REGIÓN DE ANTOFAGASTA,23,TOCOPILLA,2302,MARÍA ELENA,1,RURAL,230201,104,94,198,0,0,0,104,94,198,0,157,157,4.89950256,6607685655.28516,559028.95133035,4183.30224609,0.04733103
2108,16,REGIÓN DE ÑUBLE,163,PUNILLA,16303,ÑIQUÉN,5,RURAL,1630305,123,80,203,0,0,0,123,80,203,0,107,107,0.60235422,132140978.753906,70821.16212108,85.86578369,2.36415458
2109,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8105,HUALQUI,3,RURAL,810503,121,91,212,0,0,0,121,91,212,0,150,150,0.36954846,68304203.3085938,43983.67188901,43.58927155,4.86358213
2110,8,REGIÓN DEL BIOBÍO,82,ARAUCO,8206,LOS ÁLAMOS,2,RURAL,820602,106,106,212,0,0,0,106,106,212,0,96,96,0.94338475,278059982.621094,112294.4769963,174.08895874,1.21776831
2111,4,REGIÓN DE COQUIMBO,43,LIMARÍ,4302,COMBARBALÁ,3,RURAL,430203,111,102,213,0,0,0,111,102,213,0,142,142,0.46376388,98478151.4550781,55035.87275264,71.98966217,2.95875812
2112,12,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,121,MAGALLANES,12101,PUNTA ARENAS,12,RURAL,1210112,133,81,214,0,0,0,133,81,214,0,660,660,1.97532079,1533197976.59375,278870.80882947,545.26611328,0.39246893
2113,16,REGIÓN DE ÑUBLE,161,DIGUILLÍN,16105,PEMUCO,4,RURAL,1610504,112,103,215,0,0,0,112,103,215,0,114,114,0.59764207,70131836.234375,67493.98098204,44.56769943,4.82412148
2114,12,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,121,MAGALLANES,12101,PUNTA ARENAS,14,RURAL,1210114,124,93,217,0,0,0,124,93,217,0,95,95,7.455724,4712166274.40234,980550.49663075,1635.94042969,0.13264541
2115,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8111,TOMÉ,6,RURAL,811106,119,99,218,0,0,0,119,99,218,0,161,161,0.64345247,144884583.015625,76091.57177474,76.23664856,2.8595171
2116,3,REGIÓN DE ATACAMA,31,COPIAPÓ,3103,TIERRA AMARILLA,7,RURAL,310307,166,54,220,0,0,0,166,54,220,0,75,75,1.06096244,540770939.921875,122269.33421377,422.63677979,0.52054155
2117,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8311,SANTA BÁRBARA,5,RURAL,831105,125,95,220,0,0,0,125,95,220,0,133,133,0.84177125,300998985.492188,99823.82373117,188.77908325,1.16538334
2118,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,5102,CASABLANCA,6,RURAL,510206,105,116,221,0,0,0,105,116,221,0,92,92,0.50581932,135201396.605469,59737.90125202,93.95193481,2.35226655
2119,8,REGIÓN DEL BIOBÍO,82,ARAUCO,8205,CURANILAHUE,6,RURAL,820506,112,110,222,0,0,0,112,110,222,0,91,91,0.70231957,166708098.953125,82694.51325387,104.99941254,2.11429739
2120,4,REGIÓN DE COQUIMBO,43,LIMARÍ,4302,COMBARBALÁ,14,RURAL,430214,118,107,225,0,0,0,118,107,225,0,158,158,0.50602271,139653960.810547,59936.61534681,102.320961,2.19896293
2121,2,REGIÓN DE ANTOFAGASTA,21,ANTOFAGASTA,2104,TALTAL,5,RURAL,210405,209,16,225,0,0,0,209,16,225,0,9,9,3.35188144,5334970508.77539,402571.82964995,4343.73486328,0.05179874
2122,8,REGIÓN DEL BIOBÍO,82,ARAUCO,8201,LEBU,6,RURAL,820106,62,66,128,47,52,99,109,118,227,35,59,94,0.32849289,57284822.2890625,40146.52595652,35.87681961,6.32720518
2123,15,REGIÓN DE ARICA Y PARINACOTA,152,PARINACOTA,15202,GENERAL LAGOS,2,RURAL,1520202,142,90,232,0,0,0,142,90,232,0,224,224,1.19301792,763458074.96582,133457.29436028,687.18060303,0.33761138
2124,16,REGIÓN DE ÑUBLE,161,DIGUILLÍN,16105,PEMUCO,5,RURAL,1610505,131,101,232,0,0,0,131,101,232,0,103,103,0.51565739,77198247.7148438,59624.50390542,49.11535645,4.72357368
2125,2,REGIÓN DE ANTOFAGASTA,21,ANTOFAGASTA,2103,SIERRA GORDA,4,RURAL,210304,218,16,234,0,0,0,218,16,234,0,2,2,1.57488213,2026576564.51367,181953.72588248,1706.58959961,0.13711557
2126,8,REGIÓN DEL BIOBÍO,82,ARAUCO,8205,CURANILAHUE,2,RURAL,820502,125,110,235,0,0,0,125,110,235,0,170,170,0.68879213,188966564.246094,82266.59040165,118.53019714,1.98261714
2127,16,REGIÓN DE ÑUBLE,163,PUNILLA,16302,COIHUECO,6,RURAL,1630206,141,96,237,0,0,0,141,96,237,0,128,128,1.01252176,203766357.818359,117841.46912068,130.74197388,1.81273079
2128,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8109,SANTA JUANA,11,RURAL,810911,135,104,239,0,0,0,135,104,239,0,150,150,0.31666474,39716334.3359375,37880.76847254,25.07910347,9.52984619
2129,4,REGIÓN DE COQUIMBO,42,CHOAPA,4201,ILLAPEL,10,RURAL,420110,120,120,240,0,0,0,120,120,240,0,161,161,0.39096371,79883218.9453125,46510.08908175,57.72241211,4.15783024
2130,2,REGIÓN DE ANTOFAGASTA,22,EL LOA,2202,OLLAGÜE,1,RURAL,220201,134,106,240,0,0,0,134,106,240,0,336,336,1.5280556,1553341321.64648,177842.83177595,1342.0715332,0.17882803
2131,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8101,CONCEPCIÓN,29,RURAL,810129,127,118,245,0,0,0,127,118,245,0,128,128,0.38090655,41607182.7617188,44735.32675424,26.58419418,9.21600246
2132,2,REGIÓN DE ANTOFAGASTA,23,TOCOPILLA,2301,TOCOPILLA,5,RURAL,230105,163,88,251,0,0,0,163,88,251,0,601,601,1.58994294,1059886951.69727,177539.49980268,901.30334473,0.2784856
2133,16,REGIÓN DE ÑUBLE,162,ITATA,16201,QUIRIHUE,6,RURAL,1620106,134,117,251,0,0,0,134,117,251,0,148,148,0.55720044,141516775.759766,67497.46220597,91.95671844,2.72954512
2134,4,REGIÓN DE COQUIMBO,42,CHOAPA,4202,CANELA,5,RURAL,420205,130,125,255,0,0,0,130,125,255,0,212,212,0.94645491,423527899.779297,107769.36222318,307.90853882,0.82816797
2135,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8105,HUALQUI,7,RURAL,810507,139,116,255,0,0,0,139,116,255,0,119,119,0.45830711,120150804.78125,54131.3954273,76.25769806,3.34392452
2136,15,REGIÓN DE ARICA Y PARINACOTA,152,PARINACOTA,15202,GENERAL LAGOS,1,RURAL,1520201,138,118,256,0,0,0,138,118,256,0,283,283,1.06401719,651933329.404297,120828.66100864,588.31274414,0.43514273
2137,4,REGIÓN DE COQUIMBO,42,CHOAPA,4201,ILLAPEL,5,RURAL,420105,148,111,259,0,0,0,148,111,259,0,153,153,0.89641659,434781367.484375,107453.68999989,315.355896,0.82129431
2138,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8302,ANTUCO,4,RURAL,830204,148,111,259,0,0,0,148,111,259,0,201,201,1.36246781,960290169.40625,168179.66379122,604.64923096,0.42834753
2139,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8311,SANTA BÁRBARA,7,RURAL,831107,125,135,260,0,0,0,125,135,260,0,167,167,0.74606217,334138200.769531,90542.72456397,208.96031189,1.24425542
2140,16,REGIÓN DE ÑUBLE,163,PUNILLA,16305,SAN NICOLÁS,3,RURAL,1630503,136,125,261,0,0,0,136,125,261,0,125,125,0.46218816,97792584.9648438,54591.80685607,63.37309647,4.11846685
2141,3,REGIÓN DE ATACAMA,31,COPIAPÓ,3103,TIERRA AMARILLA,6,RURAL,310306,186,78,264,0,0,0,186,78,264,0,113,113,0.89962945,488388921.162109,104242.58364427,380.98553467,0.6929397
2142,16,REGIÓN DE ÑUBLE,162,ITATA,16204,NINHUE,4,RURAL,1620404,152,116,268,0,0,0,152,116,268,0,141,141,0.52268656,139602731.462891,62614.16735944,90.50288391,2.96123171
2143,8,REGIÓN DEL BIOBÍO,82,ARAUCO,8203,CAÑETE,11,RURAL,820311,147,121,268,0,0,0,147,121,268,0,97,97,0.3831537,41743245.2695312,46738.074343,25.82172394,10.37885761
2144,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8305,MULCHÉN,12,RURAL,830512,144,124,268,0,0,0,144,124,268,0,144,144,0.84443823,272655780.820312,102635.09156837,169.822052,1.5781225
2145,4,REGIÓN DE COQUIMBO,42,CHOAPA,4202,CANELA,6,RURAL,420206,150,120,270,0,0,0,150,120,270,0,183,183,0.78959047,267419763.744141,91356.36383661,195.01425171,1.38451421
2146,16,REGIÓN DE ÑUBLE,161,DIGUILLÍN,16107,QUILLÓN,3,RURAL,1610703,155,115,270,0,0,0,155,115,270,0,158,158,0.54264717,116937258.144531,64694.21807814,74.75212097,3.61193752
2147,4,REGIÓN DE COQUIMBO,42,CHOAPA,4202,CANELA,9,RURAL,420209,138,133,271,0,0,0,138,133,271,0,119,119,0.68458496,238703950.996094,82267.37613562,173.99836731,1.55748594
2148,2,REGIÓN DE ANTOFAGASTA,22,EL LOA,2201,CALAMA,15,RURAL,220115,146,125,271,0,0,0,146,125,271,0,2241,2241,2.35512504,3315287756.26758,269870.25079362,2826.42944336,0.09588069
2149,12,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,121,MAGALLANES,12102,LAGUNA BLANCA,1,RURAL,1210201,191,83,274,0,0,0,191,83,274,0,285,285,3.45731617,9340552828.41406,510094.61060058,3496.80249023,0.0783573
2150,12,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,121,MAGALLANES,12103,RÍO VERDE,1,RURAL,1210301,242,40,282,0,0,0,242,40,282,0,129,129,8.85705737,5975273767.10938,1136945.62304142,2219.54541016,0.12705304
2151,4,REGIÓN DE COQUIMBO,43,LIMARÍ,4302,COMBARBALÁ,10,RURAL,430210,164,121,285,0,0,0,164,121,285,0,179,179,0.68284569,233366541.375,82113.37486308,169.95304871,1.67693365
2152,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8305,MULCHÉN,11,RURAL,830511,172,113,285,0,0,0,172,113,285,0,151,151,2.51806598,1101405718.91016,300507.01661533,118.13291168,2.41253686
2153,8,REGIÓN DEL BIOBÍO,82,ARAUCO,8202,ARAUCO,6,RURAL,820206,150,137,287,0,0,0,150,137,287,0,126,126,0.45544076,118957493.382812,53731.2838655,75.02295685,3.82549572
2154,4,REGIÓN DE COQUIMBO,41,ELQUI,4102,COQUIMBO,14,RURAL,410214,158,130,288,0,0,0,158,130,288,0,213,213,0.82391057,275334633.75,90748.42746762,204.46836853,1.40853083
2155,16,REGIÓN DE ÑUBLE,162,ITATA,16201,QUIRIHUE,4,MIXTO,1620104,112,84,196,51,41,92,163,125,288,61,112,173,0.7474763,197535593.9375,89731.27659286,128.28179932,2.24505734
2156,15,REGIÓN DE ARICA Y PARINACOTA,151,ARICA,15102,CAMARONES,5,RURAL,1510205,203,86,289,0,0,0,203,86,289,0,132,132,1.39844922,1118912139.36816,156799.61121153,994.59020996,0.29057193
2157,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8109,SANTA JUANA,2,RURAL,810902,163,131,294,0,0,0,163,131,294,0,203,203,0.48859661,142009443.648438,59944.60459987,90.08881378,3.26344609
2158,4,REGIÓN DE COQUIMBO,42,CHOAPA,4202,CANELA,13,RURAL,420213,162,134,296,0,0,0,162,134,296,0,190,190,0.63362981,177597528.402344,73527.06028841,128.74188232,2.29917407
2159,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8313,YUMBEL,6,RURAL,831306,160,136,296,0,0,0,160,136,296,0,140,140,0.51244549,137437676.957031,60341.95455368,87.39407349,3.38695741
2160,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8102,CORONEL,9,MIXTO,810209,146,152,298,0,0,0,146,152,298,0,146,146,0.18139106,19357432.2773438,20938.98696804,12.26582146,24.29515266
2161,2,REGIÓN DE ANTOFAGASTA,21,ANTOFAGASTA,2104,TALTAL,8,RURAL,210408,285,20,305,0,0,0,285,20,305,0,1,1,3.6404094,6111552089.06445,428846.13781924,4980.96728516,0.06123309
2162,4,REGIÓN DE COQUIMBO,43,LIMARÍ,4304,PUNITAQUI,6,RURAL,430406,161,148,309,0,0,0,161,148,309,0,179,179,0.75714703,260336585.136719,88161.68251842,191.02842712,1.61756027
2163,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8109,SANTA JUANA,10,RURAL,810910,173,136,309,0,0,0,173,136,309,0,228,228,0.51330737,117725696.304688,61030.93062337,74.42754364,4.15168858
2164,4,REGIÓN DE COQUIMBO,41,ELQUI,4104,LA HIGUERA,9,RURAL,410409,158,156,314,0,0,0,158,156,314,0,153,153,0.65495682,266996523.435547,76845.69761263,201.86485291,1.5554961
2165,1,REGIÓN DE TARAPACÁ,14,TAMARUGAL,1401,POZO ALMONTE,5,RURAL,140105,166,150,316,0,0,0,166,150,316,0,226,226,3.62706579,5617695761.85156,417806.21473846,4864.69970703,0.06495776
2166,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,5102,CASABLANCA,9,RURAL,510209,173,145,318,0,0,0,173,145,318,0,641,641,0.5263063,83149024.0898438,59671.85734545,58.01970673,5.48089647
2167,16,REGIÓN DE ÑUBLE,162,ITATA,16207,TREGUACO,1,RURAL,1620701,164,155,319,0,0,0,164,155,319,0,265,265,0.77244787,184184982.769531,88696.78824358,119.2613678,2.6747973
2168,4,REGIÓN DE COQUIMBO,41,ELQUI,4104,LA HIGUERA,8,RURAL,410408,171,153,324,0,0,0,171,153,324,0,182,182,0.46308195,44096925.1542969,54126.30849009,61.32556534,5.28327799
2169,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8305,MULCHÉN,10,RURAL,830510,183,144,327,0,0,0,183,144,327,0,190,190,0.96806783,254405441.519531,114627.89978708,158.52653503,2.06274605
2170,16,REGIÓN DE ÑUBLE,161,DIGUILLÍN,16108,SAN IGNACIO,2,RURAL,1610802,171,158,329,0,0,0,171,158,329,0,153,153,0.46289971,78134286.8789062,52453.93281689,50.09215927,6.56789398
2171,16,REGIÓN DE ÑUBLE,163,PUNILLA,16304,SAN FABIÁN,4,RURAL,1630404,192,140,332,0,0,0,192,140,332,0,222,222,1.36930041,659328798.328125,167764.5067809,425.79006958,0.77972698
2172,12,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,121,MAGALLANES,12103,RÍO VERDE,2,RURAL,1210302,280,55,335,0,0,0,280,55,335,0,102,102,22.87900687,13889558055.6211,2846677.30734662,5039.87792969,0.06646986
2173,15,REGIÓN DE ARICA Y PARINACOTA,151,ARICA,15101,ARICA,13,RURAL,1510113,174,164,338,0,0,0,174,164,338,0,179,179,2.15953615,770560415.634766,242196.14080272,686.3270874,0.49247655
2174,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8311,SANTA BÁRBARA,4,RURAL,831104,190,161,351,0,0,0,190,161,351,0,160,160,0.70450072,247440144.210938,82470.98472077,155.57002258,2.25621867
2175,1,REGIÓN DE TARAPACÁ,14,TAMARUGAL,1404,HUARA,3,RURAL,140403,203,155,358,0,0,0,203,155,358,0,653,653,1.32230791,921587986.208984,149177.9210527,811.89672852,0.44094279
2176,4,REGIÓN DE COQUIMBO,43,LIMARÍ,4302,COMBARBALÁ,8,RURAL,430208,191,171,362,0,0,0,191,171,362,0,173,173,1.13814718,706112114.335938,134948.47010378,515.13122559,0.70273358
2177,8,REGIÓN DEL BIOBÍO,82,ARAUCO,8204,CONTULMO,2,RURAL,820402,214,153,367,0,0,0,214,153,367,0,211,211,0.76454395,262177847.292969,90742.05112623,162.03399658,2.26495671
2178,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8105,HUALQUI,4,RURAL,810504,197,170,367,0,0,0,197,170,367,0,213,213,0.39144715,76093429.0625,47019.03610408,48.46356201,7.57269955
2179,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8309,QUILLECO,6,RURAL,830906,190,177,367,0,0,0,190,177,367,0,201,201,1.32453512,592944059.691406,155697.56531678,373.0765686,0.98371226
2180,16,REGIÓN DE ÑUBLE,161,DIGUILLÍN,16107,QUILLÓN,4,RURAL,1610704,211,161,372,0,0,0,211,161,372,0,339,339,0.37253583,87482282.9570312,45099.50702404,56.01280975,6.64133787
2181,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8109,SANTA JUANA,7,RURAL,810907,199,184,383,0,0,0,199,184,383,0,272,272,0.43607552,84979727.2421875,51149.38418605,53.62454224,7.14225197
2182,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8110,TALCAHUANO,4,URBANO,811004,0,0,0,201,187,388,201,187,388,173,0,173,0.05818716,707434.359375,6987.81979381,0.44819909,865.68670654
2183,16,REGIÓN DE ÑUBLE,163,PUNILLA,16303,ÑIQUÉN,6,RURAL,1630306,227,168,395,0,0,0,227,168,395,0,212,212,0.64567767,145166816.564453,77908.672638,94.40286255,4.18419504
2184,16,REGIÓN DE ÑUBLE,162,ITATA,16202,COBQUECURA,3,RURAL,1620203,204,193,397,0,0,0,204,193,397,0,266,266,0.60620183,174485690.619141,71351.44034101,113.46669769,3.49882388
2185,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8305,MULCHÉN,14,RURAL,830514,214,187,401,0,0,0,214,187,401,0,209,209,0.63814611,236131421.605469,78835.47129626,147.70185852,2.71492839
2186,1,REGIÓN DE TARAPACÁ,14,TAMARUGAL,1403,COLCHANE,2,RURAL,140302,222,181,403,0,0,0,222,181,403,0,676,676,1.98906012,1640726455.60254,225060.40476028,1448.36486816,0.27824479
2187,12,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,123,TIERRA DEL FUEGO,12303,TIMAUKEL,1,RURAL,1230301,343,62,405,0,0,0,343,62,405,0,214,214,10.08272587,25111600739.9609,1377258.85878423,6794.70849609,0.0596052
2188,16,REGIÓN DE ÑUBLE,161,DIGUILLÍN,16105,PEMUCO,7,RURAL,1610507,233,178,411,0,0,0,233,178,411,0,177,177,0.42805547,75952043.609375,50285.65179406,48.3116951,8.50725651
2189,8,REGIÓN DEL BIOBÍO,82,ARAUCO,8201,LEBU,9,RURAL,820109,201,218,419,0,0,0,201,218,419,0,239,239,0.48301851,80406007.890625,56832.00209712,49.14551544,8.52570152
2190,4,REGIÓN DE COQUIMBO,42,CHOAPA,4202,CANELA,1,RURAL,420201,222,203,425,0,0,0,222,203,425,0,336,336,0.62808694,108892448.431641,71634.29269647,78.77757263,5.39493656
2191,4,REGIÓN DE COQUIMBO,43,LIMARÍ,4302,COMBARBALÁ,9,RURAL,430209,310,117,427,0,0,0,310,117,427,0,98,98,0.8173397,231282409.074219,97478.33157264,168.35884094,2.5362494
2192,4,REGIÓN DE COQUIMBO,43,LIMARÍ,4304,PUNITAQUI,5,RURAL,430405,228,204,432,0,0,0,228,204,432,0,189,189,1.16345264,588989470.712891,137439.83707341,431.02090454,1.00227165
2193,4,REGIÓN DE COQUIMBO,42,CHOAPA,4202,CANELA,10,RURAL,420210,223,210,433,0,0,0,223,210,433,0,235,235,0.81602445,372955025.890625,96048.42855579,271.59866333,1.59426403
2194,16,REGIÓN DE ÑUBLE,161,DIGUILLÍN,16107,QUILLÓN,5,MIXTO,1610705,163,156,319,57,61,118,220,217,437,44,254,298,0.35823968,73706335.421875,42629.80297553,47.17431641,9.26351547
2195,16,REGIÓN DE ÑUBLE,162,ITATA,16201,QUIRIHUE,5,RURAL,1620105,250,187,437,0,0,0,250,187,437,0,257,257,0.8128561,216213450.544922,96119.7576034,140.78286743,3.1040709
2196,12,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,123,TIERRA DEL FUEGO,12301,PORVENIR,3,RURAL,1230103,406,33,439,0,0,0,406,33,439,0,262,262,3.73505673,11227790782.3203,535048.71362554,4015.17724609,0.10933515
2197,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8310,SAN ROSENDO,3,RURAL,831003,228,212,440,0,0,0,228,212,440,0,319,319,0.28959717,52253012.1601562,35025.9091088,33.04510117,13.31513596
2198,1,REGIÓN DE TARAPACÁ,14,TAMARUGAL,1404,HUARA,4,RURAL,140404,255,188,443,0,0,0,255,188,443,0,224,224,1.98936139,1958049898.07715,217948.08774402,1725.37182617,0.25675625
2199,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8311,SANTA BÁRBARA,3,RURAL,831103,228,216,444,0,0,0,228,216,444,0,244,244,0.79863814,235515276.289062,93721.06188565,147.72337341,3.00561786
2200,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8308,QUILACO,2,RURAL,830802,239,206,445,0,0,0,239,206,445,0,244,244,0.90874731,282429273.0625,109591.04304409,176.24057007,2.5249579
2201,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8111,TOMÉ,8,MIXTO,811108,233,197,430,5,13,18,238,210,448,6,226,232,0.42185621,95515097.6054688,51730.4357824,61.25328064,7.31389427
2202,16,REGIÓN DE ÑUBLE,163,PUNILLA,16304,SAN FABIÁN,1,RURAL,1630401,249,208,457,0,0,0,249,208,457,0,185,185,0.61658855,177895978.458984,73491.33976021,115.0079422,3.97363877
2203,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8314,ALTO BIOBÍO,3,RURAL,831403,245,214,459,0,0,0,245,214,459,0,208,208,0.89183741,455015741.882812,109775.19241259,283.09182739,1.62138212
2204,4,REGIÓN DE COQUIMBO,41,ELQUI,4102,COQUIMBO,12,RURAL,410212,231,229,460,0,0,0,231,229,460,0,191,191,0.37845301,111959130.712891,44712.52747691,83.24848175,5.52562618
2205,4,REGIÓN DE COQUIMBO,43,LIMARÍ,4302,COMBARBALÁ,5,RURAL,430205,225,239,464,0,0,0,225,239,464,0,326,326,0.38879188,101345133.691406,45957.02069449,74.24427795,6.24963999
2206,16,REGIÓN DE ÑUBLE,162,ITATA,16204,NINHUE,3,RURAL,1620403,230,235,465,0,0,0,230,235,465,0,174,174,0.70504493,163312615.107422,84676.00981487,105.95993805,4.3884511
2207,2,REGIÓN DE ANTOFAGASTA,21,ANTOFAGASTA,2102,MEJILLONES,2,RURAL,210202,302,168,470,0,0,0,302,168,470,0,549,549,1.99428023,2575681234.43359,229054.23901218,2178.07714844,0.21578667
2208,15,REGIÓN DE ARICA Y PARINACOTA,151,ARICA,15101,ARICA,16,RURAL,1510116,279,199,478,0,0,0,279,199,478,0,355,355,1.75327832,1570368276.2041,199013.00204888,1406.77441406,0.33978438
2209,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8308,QUILACO,4,RURAL,830804,239,239,478,0,0,0,239,239,478,0,302,302,1.97845631,1152989465.94141,246964.71778882,194.49163818,2.45768929
2210,16,REGIÓN DE ÑUBLE,163,PUNILLA,16301,SAN CARLOS,12,RURAL,1630112,243,237,480,0,0,0,243,237,480,0,230,230,0.57358085,124337376.775391,65757.42865961,80.67218018,5.95000648
2211,4,REGIÓN DE COQUIMBO,42,CHOAPA,4202,CANELA,7,RURAL,420207,247,237,484,0,0,0,247,237,484,0,253,253,0.77223091,232737637.347656,91661.65783733,169.62887573,2.8532877
2212,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8111,TOMÉ,9,RURAL,811109,268,220,488,0,0,0,268,220,488,0,366,366,0.41201975,112411030.511719,49417.09329341,72.09798431,6.76856661
